id,Running time,Actors Box Office %,Director Box Office %,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,Release year,IMDb score,genre_encoded,AdjBudget,AdjEarnings,AdjBoxOffice,Director_mean_target
893,102,66.67,100.0,0,0.0,1994,3.8,0,56681815.11470986,103646747.6383266,160328562.75303647,6.0224111866969
894,96,0.0,20.0,0,0.0,2009,3.7,0,20136974.041773677,-5481731.822482835,14655242.219290843,5.86344671201814
895,117,13.33,50.0,0,0.0,1996,4.3,4,61187253.02740599,111666736.77501594,172853989.80242193,5.990638160025915
896,77,16.67,60.0,0,0.0,2002,5.4,2,160093607.5597554,66705669.81656476,226799277.37632018,6.20344671201814
897,118,33.33,66.67,0,0.0,2003,5.8,4,71741222.82608697,-28174734.7826087,43566488.043478265,6.323890508584386
898,113,61.0,0.0,0,0.0,2007,5.3,8,2083574.9631044362,-926033.316935305,1157541.6461691312,6.2724111866969
899,128,41.67,57.14,0,0.0,2011,6.1,0,87492938.0854365,8535896.39857917,96028834.48401567,6.86120559334845
900,92,33.33,0.0,0,0.0,1999,6.1,4,360154.56182472996,-72030.91236494598,288123.6494597839,6.447781017168771
901,108,44.0,0.0,0,0.0,2001,4.9,4,46077007.3404856,-29814534.161490686,16262473.17899492,6.304923874311628
902,94,0.0,50.0,0,0.0,2010,3.9,8,14308668.415452912,-5503334.005943428,8805334.409509484,5.733495302883057
903,104,44.0,0.0,0,0.0,1993,4.0,1,69759820.06920415,-6643792.387543253,63116027.681660905,6.055744520030234
904,88,0.0,50.0,0,0.0,2004,1.9,4,25411011.116993118,6352752.7792482795,31763763.896241397,5.670496346686822
905,82,66.67,100.0,0,0.0,2008,4.5,0,39015921.74749075,40130662.36884762,79146584.11633837,6.139077853363567
906,125,66.67,100.0,0,0.0,1983,4.9,0,93978644.57831326,98798062.24899599,192776706.82730925,6.53344671201814
907,91,33.33,0.0,0,0.0,2000,4.8,8,90594976.77119629,-75263519.16376308,15331457.607433219,6.226051902242379
908,89,83.33,50.0,0,0.0,2009,6.3,11,89497662.40788302,46986272.76413859,136483935.1720216,6.503829680020156
909,119,11.11,0.0,0,0.0,2001,6.7,7,54208243.929983065,36590564.65273857,90798808.58272164,6.505744520030234
910,118,0.0,0.0,0,0.0,1997,6.4,5,55328716.510903426,-43365750.7788162,11962965.732087227,6.455744520030233
911,99,77.0,33.33,0,0.0,2001,6.5,0,108416487.85996613,90798808.58272164,199215296.44268775,6.354308390022675
912,118,33.33,0.0,0,0.0,2006,6.7,7,35715327.38095238,13095620.039682541,48810947.420634925,6.505744520030234
913,98,31.11,66.67,0,0.0,2012,6.3,0,47040928.76991559,346012164.9520458,393053093.7219614,6.3793083900226755
914,115,40.0,66.67,0,0.0,2014,6.0,0,48663219.78913219,281841147.94539064,330504367.7345228,6.3793083900226755
915,120,44.0,50.0,0,0.0,2009,6.7,4,33561623.40295613,-19018253.26167514,14543370.14128099,6.948805163090877
916,92,33.33,0.0,0,0.0,1995,6.7,0,20473038.057742782,-1574849.0813648293,18898188.976377953,6.505744520030234
917,122,66.67,66.67,0,0.0,2006,6.6,0,86907296.62698413,107145982.14285715,194053278.76984128,6.712224283652855
918,100,100.0,100.0,0,0.0,2014,4.9,4,20276341.57880508,81105366.31522033,101381707.89402542,6.0763524457402
919,97,44.44,0.0,0,0.0,1989,6.3,0,106454717.74193548,15677876.612903226,122132594.35483871,6.147781017168772
920,142,75.0,50.0,0,0.0,2003,6.6,0,91307010.86956522,21913682.608695656,113220693.47826087,6.756497470783184
921,125,86.66,100.0,0,0.0,2015,6.4,4,68857828.76333766,147841808.81540143,216699637.5787391,6.479308390022675
922,101,27.77,83.33,0,0.0,2014,5.9,0,126727134.86753176,373084685.0500135,499811819.91754526,6.048587920016491
923,112,16.67,50.0,0,0.0,2016,6.3,0,135000000.0,110000000.0,245000000.0,6.347781017168772
924,109,83.33,50.0,0,0.0,2003,6.4,11,260877173.9130435,303921907.6086957,564799081.5217391,6.503829680020156
925,126,88.17,100.0,0,0.0,2015,6.6,0,156955344.97525495,289607926.8575672,446563271.83282214,6.5763524457402
926,118,91.67,50.0,0,0.0,2009,6.6,0,223744156.01970753,1185844026.90445,1409588182.9241576,6.2576788291074
927,110,33.33,80.0,0,0.0,2001,5.2,0,51497831.73348391,-37945770.75098815,13552060.982495766,6.11344671201814
928,116,29.62,50.0,0,0.0,2012,5.6,4,73174778.08653536,-12544247.67197749,60630530.414557874,6.314940791131267
929,102,33.33,40.0,0,0.0,1999,6.6,0,122452551.02040818,-33422343.33733494,89030207.68307324,6.5756311413454265
930,123,34.92,33.33,0,0.0,2000,5.9,0,114289047.61904763,19512764.227642275,133801811.8466899,6.479308390022675
931,99,66.67,71.42,0,0.0,1991,6.8,4,66962305.4331865,269611387.66519827,336573693.09838474,6.46120559334845
932,106,83.33,100.0,0,0.0,2011,7.1,10,53562749.9010843,81944605.42636004,135507355.32744434,6.5724111866969
933,104,22.22,20.0,0,0.0,1990,6.3,0,73452792.65493497,-34155548.58454476,39297244.07039021,5.92672335600907
934,95,11.11,66.67,0,0.0,2002,3.8,0,133411339.63312952,-123939134.51917733,9472205.113952195,6.104308390022675
935,92,40.0,0.0,0,0.0,2000,4.1,2,105926434.3786295,-57144523.80952381,48781910.56910569,6.0724111866969
936,93,66.67,72.72,0,0.0,2005,3.5,0,61445724.52636968,24209615.463389654,85655339.98975934,5.908404195011338
937,107,66.67,84.6,0,0.0,2011,7.4,0,144043251.7260235,255009904.90755272,399053156.6335762,7.317240874844561
938,137,50.0,60.0,0,0.0,2004,6.0,7,135948909.4759132,-102914595.02382213,33034314.452091053,6.65344671201814
939,137,50.0,60.0,0,0.0,2004,6.0,7,135948909.4759132,-106726246.6913711,29222662.784542087,6.65344671201814
940,142,44.0,66.67,0,0.0,2014,6.7,0,202763415.78805083,2027634.157880508,204791049.94593132,6.716808390022675
941,153,66.67,66.67,0,0.0,2012,7.0,0,240431413.71290192,550901543.5943449,791332957.3072467,6.716808390022675
942,114,33.33,45.45,0,0.0,1995,6.8,4,97640643.04461941,-29922132.545931756,67718510.49868765,6.845904195011338
943,105,100.0,66.67,0,0.0,2010,6.3,5,22013336.02377371,52832006.4570569,74845342.48083061,6.641808390022675
944,90,72.22,100.0,0,0.0,2005,6.0,12,23349375.32002048,108144475.16641064,131493850.48643112,6.389077853363567
945,97,72.22,100.0,0,0.0,2016,6.3,2,73000000.0,279000000.0,352000000.0,6.439077853363567
946,88,50.0,50.0,0,0.0,2006,5.9,2,59525545.63492064,-11905109.126984129,47620436.507936515,6.319209588597343
947,116,33.33,0.0,0,0.0,2000,5.7,0,55750754.93612079,0.0,55750754.93612079,6.0763524457402
948,109,41.14,0.0,0,0.0,1999,5.3,11,48981020.40816327,0.0,48981020.40816327,6.133495302883057
949,109,41.14,0.0,0,0.0,1999,5.3,11,48981020.40816327,0.0,48981020.40816327,6.133495302883057
950,119,66.67,55.55,0,0.0,2000,6.6,1,69688443.670151,131014274.09988385,200702717.77003485,7.064189778475493
951,75,50.0,66.67,0,0.0,2006,5.6,4,39286860.11904762,28572261.904761907,67859122.02380954,5.995319080012957
952,117,50.0,84.6,0,0.0,2016,6.8,1,140000000.0,55000000.0,195000000.0,7.317240874844561
953,88,33.33,0.0,0,0.0,2004,4.9,4,63527527.79248279,-54887784.01270513,8639743.779777661,6.3763524457402
954,89,29.33,0.0,0,0.0,2013,5.6,4,36059208.35175591,-9272367.86188009,26786840.489875816,6.3224111866969
955,100,55.55,50.0,0,0.0,2011,6.2,4,43746469.04271825,-36277559.69396148,7468909.348756774,6.5260519022423775
956,121,66.67,50.0,0,0.0,2006,5.6,5,59525545.63492064,-2381021.8253968256,57144523.80952381,6.619674536481259
957,118,77.0,66.67,0,0.0,1999,6.7,5,69149675.87034814,148383679.47178873,217533355.3421369,6.659604794298671
958,118,70.0,33.33,0,0.0,2010,6.9,0,88053344.09509484,84751343.69152878,172804687.78662363,6.6918083900226755
959,95,55.55,0.0,0,0.0,2014,7.3,2,50690853.94701271,50386708.823330626,101077562.77034333,6.605744520030233
960,138,27.77,50.0,0,0.0,2009,6.3,0,8949766.240788301,2237441.5601970754,11187207.800985377,6.647781017168772
961,102,83.33,50.0,0,0.0,1999,7.9,0,10084327.731092438,33134219.687875155,43218547.41896759,6.647781017168772
962,99,100.0,100.0,0,0.0,2016,5.3,4,29000000.0,76000000.0,105000000.0,6.0763524457402
963,110,66.67,66.67,0,0.0,2010,5.5,0,44026672.04754742,105664012.9141138,149690684.96166122,6.348587920016491
964,119,83.33,85.71,0,0.0,2002,7.9,0,80046803.7798777,205453463.03501946,285500266.8148972,6.852872260015116
965,135,63.88,66.67,0,0.0,2012,6.7,0,130669246.58309886,157848449.87238342,288517696.4554823,6.5668083900226755
966,108,88.89,85.71,0,0.0,2004,7.8,0,95291291.68872419,274438920.0635257,369730211.7522499,7.119538926681784
967,96,27.77,0.0,0,0.0,2014,6.8,2,60829024.736415245,47649402.71019194,108478427.44660719,6.5224111866969
968,97,66.67,66.67,0,0.0,2016,6.0,8,10000000.0,54000000.0,64000000.0,5.954308390022675
969,106,83.33,100.0,0,0.0,2006,5.8,4,61906567.46031746,180957658.73015875,242864226.1904762,6.470496346686822
970,118,53.33,42.85,0,0.0,2005,5.9,0,108144475.16641064,20891546.33896569,129036021.50537634,6.969538926681783
971,93,0.0,50.0,0,0.0,2003,5.0,7,13043858.695652176,-9130701.086956523,3913157.6086956523,6.404923874311629
972,97,100.0,45.45,0,0.0,2007,7.4,1,52089374.0776109,150480414.00198707,202569788.07959798,6.845904195011338
973,95,57.14,100.0,0,0.0,2012,7.0,8,31360619.179943725,41814158.90659164,73174778.08653536,6.555744520030234
974,96,66.67,80.0,0,0.0,1996,6.0,4,71895022.30720204,84132472.91268323,156027495.2198853,6.40344671201814
975,94,75.0,40.0,0,0.0,2013,6.7,5,13393420.244937908,56664470.267045,70057890.5119829,6.66344671201814
976,85,33.33,57.14,0,0.0,2012,6.2,4,99308627.40315513,9408185.753983118,108716813.15713826,6.5278722600151164
977,82,77.0,0.0,0,0.0,2003,3.8,1,142178059.78260872,31305260.86956522,173483320.65217394,6.0224111866969
978,109,16.67,75.0,0,0.0,2000,6.3,8,45994372.82229965,98957590.01161441,144951962.83391407,6.314940791131267
979,118,66.67,0.0,0,0.0,2011,6.4,4,55483326.59076461,25074195.670826312,80557522.26159093,6.5482741244646006
980,125,33.33,33.33,0,0.0,2008,7.1,7,44589624.85427514,-31212737.397992596,13376887.456282541,6.479308390022675
981,98,100.0,100.0,0,0.0,2010,6.2,7,275166.70029717137,825500.1008915141,1100666.8011886855,6.422411186696901
982,150,33.33,75.0,0,0.0,2008,6.6,0,250816639.80529764,216259680.5432344,467076320.3485321,6.770496346686823
983,113,66.67,40.0,0,0.0,2010,6.3,1,170603354.18424627,287274035.1102469,457877389.2944932,6.39344671201814
984,134,66.67,50.0,0,0.0,2004,6.7,0,133407808.36421387,13976056.114346216,147383864.4785601,6.559385235575712
985,119,33.33,66.67,0,0.0,1994,6.7,5,72876619.43319839,116602591.09311743,189479210.5263158,6.378498065893023
986,118,0.0,0.0,0,0.0,2007,7.1,3,34726249.38507394,0.0,34726249.38507394,6.547781017168772
987,134,83.33,85.71,0,0.0,2016,7.8,8,40000000.0,280000000.0,320000000.0,6.894538926681783
988,135,16.67,0.0,0,0.0,2003,5.4,0,78263152.17391305,19565788.04347826,97828940.21739131,6.3482741244645995
989,123,66.67,72.72,0,0.0,1984,6.5,5,133978883.54186717,-74150382.09817131,59828501.44369586,7.120904195011337
990,131,77.0,60.0,0,0.0,2002,7.7,0,46693968.87159533,53364535.85325181,100058504.72484714,6.573446712018139
991,88,44.84,0.0,0,0.0,2002,4.0,4,46693968.87159533,-25348154.53029461,21345814.341300722,6.055744520030234
992,101,50.0,25.0,0,0.0,1996,6.2,7,22945219.88527725,61187253.02740599,84132472.91268323,6.326051902242378
993,98,44.0,60.0,0,0.0,1994,7.6,0,37248049.93252362,43725971.65991904,80974021.59244266,6.643446712018141
994,103,27.77,28.57,0,0.0,2001,6.8,4,35235358.554488994,-27781725.01411632,7453633.540372672,6.893633350776208
995,164,100.0,100.0,0,0.0,2012,8.5,0,261338493.16619772,868689151.2844412,1130027644.450639,7.6718820861678
996,89,0.0,0.0,0,0.0,2011,4.9,0,32009611.49467189,1066987.0498223964,33076598.544494286,6.205744520030233
997,124,56.66,50.0,0,0.0,2004,6.4,0,158818819.48120698,532360682.9010058,691179502.3822129,6.294959009244723
998,104,66.67,100.0,0,0.0,2008,5.5,11,89179249.70855027,170555315.0676024,259734564.77615267,6.3034467120181406
999,106,33.33,0.0,0,0.0,1999,6.3,7,54743493.39735895,-14406182.472989198,40337310.92436975,6.439077853363567
1000,83,100.0,66.67,0,0.0,2012,4.2,8,1045353.9726647909,54358406.57856913,55403760.55123392,5.954308390022675
1001,136,33.33,33.33,0,0.0,1997,7.5,7,85236130.8411215,145050959.50155762,230287090.3426791,6.694042465471036
1002,111,66.67,50.0,0,0.0,1997,6.1,0,128601881.61993769,80750018.69158877,209351900.31152648,6.419209588597343
1003,99,50.0,75.0,0,0.0,2012,6.4,4,67948008.22321141,-47040928.76991559,20907079.45329582,6.614940791131267
1004,111,22.22,61.5,0,0.0,2011,5.3,4,74689093.48756774,-1066987.0498223964,73622106.43774535,6.8019148400100775
1005,140,66.67,35.71,0,0.0,1991,7.2,3,66962305.4331865,-7048663.729809105,59913641.703377396,6.8228666905358635
1006,95,0.0,0.0,0,0.0,1996,7.0,4,4053655.513065647,-994292.8616953474,3059362.6513702995,6.555744520030234
1007,107,66.67,50.0,0,0.0,2005,5.1,0,61445724.52636968,74963783.92217101,136409508.4485407,6.270496346686822
1008,132,100.0,50.0,0,0.0,2014,7.2,0,55759939.34171397,138892939.8148148,194652879.15652877,6.756497470783184
1009,103,79.16,50.0,0,0.0,2012,6.7,0,96172565.48516077,233113935.9042484,329286501.3894091,6.194959009244723
1010,131,79.16,100.0,0,0.0,2014,6.1,0,91243537.10462287,126727134.86753176,217970671.97215462,6.405744520030233
1011,113,79.16,100.0,0,0.0,2010,6.5,0,88053344.09509484,213529359.430605,301582703.52569985,6.5763524457402
1012,172,33.33,0.0,0,1.0,1964,6.7,7,147101064.51612902,-92905935.48387097,54195129.03225806,6.505744520030234
1013,125,100.0,60.0,0,0.0,2000,6.7,4,83626132.40418118,167252264.80836236,250878397.21254358,6.42896447467876
1014,116,36.66,41.66,0,0.0,1996,5.8,0,84132472.91268323,-55680400.25493945,28452072.657743786,6.696145124716553
1015,106,100.0,81.81,0,0.0,2001,6.7,0,51497831.73348391,229029830.60417846,280527662.33766234,5.995904195011338
1016,106,100.0,81.81,0,0.0,2001,6.7,0,51497831.73348391,229029830.60417846,280527662.33766234,5.995904195011338
1017,104,33.33,50.0,0,0.0,2006,6.0,0,101193427.57936509,88097807.53968255,189291235.11904764,6.703829680020156
1018,82,83.33,33.33,0,0.0,2009,5.2,8,44748831.20394151,164451954.67448503,209200785.87842655,5.948587920016492
1019,131,50.0,75.0,0,0.0,2012,6.2,4,31360619.179943725,25088495.34395498,56449114.523898706,6.459385235575711
1020,90,22.22,33.33,0,0.0,2000,3.6,4,83626132.40418118,12543919.860627178,96170052.26480837,5.5667697381983094
1021,91,50.0,33.33,0,0.0,1994,4.8,4,72876619.43319839,506897375.16869104,579773994.6018894,5.5667697381983094
1022,146,33.33,25.0,0,0.0,2011,7.6,7,100296782.68330525,0.0,100296782.68330525,6.970496346686822
1023,104,61.0,60.0,0,0.0,2008,6.6,0,61310734.17462832,81376065.35905212,142686799.53368044,6.20344671201814
1024,96,77.0,66.67,0,0.0,2006,7.3,11,41667881.94444445,0.0,41667881.94444445,7.021315192743763
1025,125,25.0,33.33,0,0.0,2002,6.5,1,46693968.87159533,-8004680.377987771,38689288.49360756,6.654308390022675
1026,110,83.33,66.67,0,0.0,2007,6.2,4,25465916.21572089,145850247.41731054,171316163.63303143,6.084951556380128
1027,116,36.11,50.0,0,0.0,1999,6.3,7,136858733.49339738,79234003.60144058,216092737.09483796,6.194959009244723
1028,91,41.67,0.0,0,0.0,1996,5.3,0,68835659.65583174,-7648406.628425749,61187253.02740599,6.2724111866969
1029,105,77.0,68.75,0,0.0,2006,6.1,7,38096349.20634921,-25000729.166666668,13095620.039682541,6.649260339056257
1030,132,22.22,0.0,0,0.0,2005,6.7,0,98313159.2421915,-65132467.997951865,33180691.24423963,6.614940791131267
1031,119,46.66,50.0,0,0.0,2011,5.8,0,128038445.97868755,115234601.3808188,243273047.35950637,6.670496346686822
1032,95,16.67,60.0,0,0.0,2012,5.8,4,41814158.90659164,16725663.562636655,58539822.46922829,6.253446712018141
1033,115,33.33,25.0,0,0.0,2015,5.8,0,40504605.15490451,-16201842.061961802,24302763.092942704,6.637163013353489
1034,91,66.67,77.0,0,0.0,2008,5.0,11,53507549.825130165,128195171.45604102,181702721.2811712,6.195319080012957
1035,88,33.33,60.0,0,0.0,2003,4.9,4,117394728.26086958,120003500.00000001,237398228.2608696,6.20344671201814
1036,113,45.0,60.0,0,0.0,1999,4.9,8,115249459.78391358,144061824.729892,259311284.51380557,5.99344671201814
1037,123,66.67,40.0,0,0.0,2013,6.6,0,44301313.117871545,191628935.81218854,235930248.9300601,6.1834467120181404
1038,108,100.0,75.0,0,0.0,2006,6.4,8,17857663.69047619,76192698.41269842,94050362.10317461,6.3593852355757114
1039,90,25.0,0.0,0,0.0,2011,5.4,0,4267948.199289585,0.0,4267948.199289585,6.133495302883057
1040,109,94.44,100.0,0,0.0,2005,6.8,1,61445724.52636968,66361382.48847926,127807107.01484895,6.5224111866969
1041,138,83.33,100.0,0,0.0,2006,6.9,4,101193427.57936509,142861309.52380952,244054737.10317463,6.61344671201814
1042,122,75.0,0.0,0,0.0,2014,6.6,7,16221073.263044065,-6082902.473641524,10138170.78940254,6.633495302883057
1043,170,77.0,40.0,0,0.0,1998,6.5,7,88346134.96932516,186999319.0184049,275345453.9877301,6.65344671201814
1044,125,33.33,25.0,0,0.0,2013,5.9,0,41210523.83057818,1133289.4053409,42343813.23591908,6.703829680020156
1045,91,50.0,50.0,0,0.0,1996,6.9,2,152968132.56851497,344178298.2791587,497146430.8476737,6.5763524457402
1046,146,78.57,80.0,0,0.0,2013,7.6,1,133934202.44937909,757243375.3868741,891177577.8362532,6.73344671201814
1047,123,88.57,80.0,0,0.0,2014,6.7,1,126727134.86753176,638704759.7323601,765431894.5998918,6.73344671201814
1048,137,88.57,80.0,0,0.0,2015,6.6,1,162018420.61961803,496181413.1475802,658199833.7671982,6.73344671201814
1049,94,33.33,33.33,0,0.0,2003,6.0,0,71741222.82608697,-12000350.000000002,59740872.82608696,6.694042465471036
1050,101,11.11,0.0,0,0.0,2007,6.9,1,28938541.15422828,-20604241.301810537,8334299.852417745,6.5763524457402
1051,120,68.25,0.0,0,0.0,2016,6.1,0,115000000.0,50000000.0,165000000.0,6.405744520030233
1052,106,55.55,0.0,0,0.0,2012,6.9,3,10453539.72664791,-7317477.808653536,3136061.9179943725,6.504923874311629
1053,123,22.22,42.85,0,0.0,2009,6.8,1,33561623.40295613,38036506.52335028,71598129.92630641,6.969538926681783
1054,100,88.89,0.0,0,0.0,2013,5.9,4,30907892.872933637,-1030263.0957644546,29877629.77716918,6.3724111866969
1055,135,34.44,85.71,0,0.0,2008,6.8,0,167211093.20353177,127080430.83468415,294291524.03821594,6.51120559334845
1056,96,36.11,25.0,0,0.0,1995,5.9,7,70868208.66141732,-18898188.976377953,51970019.685039364,6.43620559334845
1057,127,50.0,66.67,0,0.0,2016,7.3,3,25000000.0,-3400000.0,21600000.0,6.5668083900226755
1058,121,57.14,100.0,0,0.0,2015,7.2,4,35441529.51054144,162018420.61961803,197459950.13015947,6.61344671201814
1059,118,38.88,50.0,0,0.0,2009,6.5,0,55936039.00492688,11858440.2690445,67794479.27397138,6.8482741244645995
1060,125,61.0,91.67,0,0.0,2013,6.3,4,59755259.55433836,30907892.872933637,90663152.42727199,6.208404195011338
1061,128,50.0,80.0,0,0.0,2005,6.4,5,98313159.2421915,100770988.22324628,199084147.46543777,6.523446712018139
1062,112,88.89,100.0,0,0.0,2014,6.6,4,44607951.47337118,75022463.8415788,119630415.31494997,6.5192095885973425
1063,99,33.33,50.0,0,0.0,2007,5.9,11,92603331.6935305,90288248.40119223,182891580.09472275,6.647781017168772
1064,99,24.44,0.0,0,0.0,1996,4.4,8,61187253.02740599,13767131.931166349,74954384.95857234,6.3034467120181406
1065,136,75.0,69.23,0,0.0,2005,6.9,0,154843225.8064516,44240921.65898617,199084147.46543777,6.590803728898966
1066,111,62.5,62.5,0,0.0,2003,7.0,0,78263152.17391305,151308760.86956522,229571913.04347828,6.756497470783184
1067,124,77.06,0.0,0,0.0,1997,6.3,0,89722242.9906542,80750018.69158877,170472261.682243,6.214940791131267
1068,141,57.14,0.0,0,0.0,2014,7.4,5,50690853.94701271,35179452.63922682,85870306.58623952,6.5482741244646006
1069,118,60.0,0.0,0,0.0,1996,5.6,12,67305978.3301466,29063945.188017845,96369923.51816444,6.3224111866969
1070,126,77.0,100.0,0,0.0,1984,7.2,0,18479846.00577478,810803243.5033685,829283089.5091434,6.854308390022675
1071,104,83.33,42.85,0,0.0,2000,6.1,4,83626132.40418118,23694070.847851336,107320203.25203252,6.48620559334845
1072,101,100.0,100.0,0,0.0,2012,6.9,5,522676.98633239546,2613384.9316619774,3136061.9179943725,6.539077853363566
1073,110,66.67,33.33,0,0.0,2007,7.1,0,81027915.23183918,19562453.82025832,100590369.0520975,6.575860647289218
1074,110,0.0,0.0,0,0.0,2013,7.2,4,1236315.7149173454,-206052.6191528909,1030263.0957644546,6.589077853363567
1075,104,60.8,71.42,0,0.0,2004,6.2,4,44469269.454737954,52092572.78983589,96561842.24457385,6.844538926681783
1076,99,33.33,100.0,0,0.0,2006,6.8,7,47620436.507936515,89288318.45238096,136908754.96031746,6.5224111866969
1077,103,83.33,77.0,0,0.0,2010,4.2,0,165100020.17830282,186012689.40088785,351112709.5791907,6.195319080012957
1078,131,11.11,0.0,0,0.0,2001,6.9,0,81312365.89497459,-59629068.32298137,21683297.571993224,6.537163013353489
1079,102,11.11,0.0,0,0.0,2007,5.4,0,40513957.61591959,-17363124.69253697,23150832.923382625,6.289077853363566
1080,107,16.67,50.0,0,0.0,2013,6.4,0,46361839.309400454,4224078.692634263,50585918.00203472,6.5763524457402
1081,106,50.0,0.0,0,0.0,2015,6.0,0,91135361.59853514,57719062.34573892,148854423.94427407,6.354308390022675
1082,110,88.89,100.0,0,0.0,2003,5.8,0,101742097.82608697,131742972.82608697,233485070.65217394,6.4620667314544855
1083,126,44.0,40.0,0,0.0,2000,6.7,7,83626132.40418118,-29269146.341463417,54356986.06271777,6.65344671201814
1084,99,0.0,20.0,0,0.0,2014,4.2,0,70967195.52581778,-8110536.631522032,62856658.89429575,5.92672335600907
1085,110,33.33,50.0,0,0.0,2016,6.6,0,180000000.0,36000000.0,216000000.0,6.726051902242379
1086,110,33.33,50.0,0,0.0,2016,6.6,0,180000000.0,176000000.0,356000000.0,6.726051902242379
1087,98,50.0,0.0,0,0.0,1981,5.0,0,47526138.61386138,-21122728.272827283,26403410.341034103,6.2224111866969
1088,129,66.67,77.0,0,0.0,2005,5.9,0,92168586.78955452,215060035.8422939,307228622.6318484,6.6238905085843856
1089,119,16.67,28.57,0,0.0,2004,7.3,1,63527527.79248279,-19312368.44891477,44215159.34356803,7.144538926681783
1090,90,0.0,0.0,0,0.0,2007,6.4,7,15048041.400198705,-6945249.877014788,8102791.523183919,6.619209588597343
1091,130,33.33,33.33,0,0.0,2003,7.5,5,65219293.478260875,-14478683.152173914,50740610.32608696,6.679308390022675
1092,118,77.0,66.67,0,0.0,2011,7.3,5,42679481.99289586,50148391.341652624,92827873.33454849,6.5668083900226755
1093,95,33.33,0.0,0,0.0,2000,5.7,1,30662915.214866437,-27875377.468060397,2787537.7468060395,6.490638160025915
1094,130,77.0,100.0,0,0.0,1987,6.7,0,63382130.28169014,340150765.8450704,403532896.1267606,6.53344671201814
1095,150,48.91,57.14,0,0.0,2013,6.5,0,221506565.58935773,46361839.309400454,267868404.89875817,6.769538926681783
1096,121,0.0,20.0,0,0.0,1996,6.7,0,99429286.16953474,38242033.14212874,137671319.31166348,5.92672335600907
1097,100,44.0,0.0,0,0.0,1980,7.1,13,29127063.106796116,14563531.553398058,43690594.66019417,6.226051902242379
1098,128,0.0,25.0,0,0.0,2015,7.1,7,34428914.38166883,28353223.608433153,62782137.990101986,6.670496346686822
1099,113,96.29,71.42,0,0.0,2005,6.4,4,100770988.22324628,132722764.97695851,233493753.2002048,6.302872260015117
1100,129,66.67,84.6,0,0.0,1997,6.5,0,109162062.30529594,814977040.4984423,924139102.8037382,7.317240874844561
1101,87,77.0,0.0,0,0.0,2008,3.8,4,69113918.52412647,-24524293.669851325,44589624.85427514,6.0224111866969
1102,94,76.66,40.0,0,0.0,2004,7.7,12,6352752.7792482795,3557541.5563790365,9910294.335627316,6.66344671201814
1103,152,30.55,50.0,0,0.0,2001,6.9,7,97574839.07396951,-47025651.609260306,50549187.46470921,7.13716301335349
1104,116,44.0,62.5,0,0.0,2015,7.3,0,75946134.66544595,34428914.38166883,110375049.04711477,6.9564974707831855
1105,83,11.11,20.0,0,0.0,2005,5.5,0,40554178.18740399,-20891546.33896569,19662631.8484383,5.98344671201814
1106,129,88.89,50.0,0,0.0,2004,6.6,7,101644044.46797247,20328808.893594496,121972853.36156698,6.792718568909044
1107,90,0.0,0.0,0,0.0,2015,5.2,0,1974599.5013015945,50630.756443630635,2025230.2577452252,6.133495302883057
1108,136,88.89,77.0,0,0.0,1998,6.7,0,95708312.88343558,265038404.90797547,360746717.79141104,6.6238905085843856
1109,138,83.33,50.0,0,0.0,2003,7.2,11,195657880.43478262,772196434.7826087,967854315.2173914,6.712224283652855
1110,129,83.33,50.0,0,0.0,2003,6.7,11,195657880.43478262,361314885.86956525,556972766.3043479,6.712224283652855
1111,113,100.0,100.0,0,0.0,2014,6.8,0,34469780.68396864,318338562.7872398,352808343.4712084,6.504923874311629
1112,93,45.83,50.0,0,0.0,2011,6.6,0,42679481.99289586,38411533.79360627,81091015.78650212,6.194959009244723
1113,108,16.67,0.0,0,0.0,2003,5.2,0,53479820.65217392,6521929.347826088,60001750.00000001,6.255744520030234
1114,158,0.0,40.0,0,0.0,1999,6.4,3,561841116.4465787,-465463755.70228094,96377360.74429773,6.53344671201814
1115,126,75.0,50.0,0,0.0,2007,7.2,8,20835749.63104436,45144124.20059612,65979873.83164048,7.13716301335349
1116,118,58.33,60.0,0,0.0,2014,6.1,7,70967195.52581778,86174451.7099216,157141647.23573938,6.61344671201814
1117,130,36.11,0.0,0,0.0,2013,6.0,8,61815785.745867275,-29877629.77716918,31938155.96869809,6.190638160025914
1118,119,55.55,0.0,0,0.0,2002,6.5,12,42691628.682601444,30684608.11561979,73376236.79822123,6.5763524457402
1119,112,93.33,81.81,0,0.0,2008,5.2,0,161637390.09674737,285373599.0673609,447010989.1641083,5.995904195011338
1120,97,38.88,100.0,0,0.0,1999,5.6,4,21609273.709483795,24490510.204081636,46099783.913565435,6.3224111866969
1121,104,27.77,50.0,0,0.0,2001,4.7,0,54208243.929983065,-8131236.58949746,46077007.3404856,5.930406101834672
1122,101,33.33,66.67,0,0.0,2006,6.8,7,35715327.38095238,20357736.60714286,56073063.988095246,6.2576788291074
1123,94,16.67,66.67,0,0.0,1984,7.4,1,138598845.04331085,92399230.0288739,230998075.07218477,6.539497010925583
1124,98,91.67,66.67,0,0.0,2007,6.4,12,37041332.6774122,52089374.0776109,89130706.7550231,6.378498065893023
1125,85,57.77,100.0,0,0.0,2014,5.8,2,42580317.31549067,79077732.15733981,121658049.47283049,6.355744520030233
